"Response ID","Submitted Date & Time","Age","Gender","Occupation","Monthly Household Income","Q1. Current Situation","Q2. Primary Purpose","Q3. Preferred Vehicle Type","Q4. Factor (Rank 1-8) - Price","Q4. Factor (Rank 1-8) - Safety","Q4. Factor (Rank 1-8) - Fuel Efficiency","Q4. Factor (Rank 1-8) - Reliability","Q4. Factor (Rank 1-8) - After-sales Service","Q4. Factor (Rank 1-8) - Brand Reputation","Q4. Factor (Rank 1-8) - Maintenance Cost","Q4. Factor (Rank 1-8) - Resale Value","Q5. Source (Rank 1-9) - Family members","Q5. Source (Rank 1-9) - Friends/Relatives","Q5. Source (Rank 1-9) - Social media","Q5. Source (Rank 1-9) - YouTube","Q5. Source (Rank 1-9) - Online reviews","Q5. Source (Rank 1-9) - Automobile websites","Q5. Source (Rank 1-9) - Dealer showroom","Q5. Source (Rank 1-9) - Newspaper/Magazine","Q5. Source (Rank 1-9) - Auto exhibitions/events","Q6. Most Likely Automobile Brand","Q7. Challenge (Rank 1-10) - High purchase price","Q7. Challenge (Rank 1-10) - High taxes/import duties","Q7. Challenge (Rank 1-10) - Limited financing options","Q7. Challenge (Rank 1-10) - High maintenance costs","Q7. Challenge (Rank 1-10) - Fuel costs","Q7. Challenge (Rank 1-10) - Availability of spare parts","Q7. Challenge (Rank 1-10) - Limited vehicle availability","Q7. Challenge (Rank 1-10) - Poor after-sales service","Q7. Challenge (Rank 1-10) - Charging infrastructure (for EVs)","Q7. Challenge (Rank 1-10) - Low resale value","# Consider purchasing an Electric Vehicle (EV)","Q8. EV Factor (Rank 1-7) - Lower running costs","Q8. EV Factor (Rank 1-7) - Government incentives","Q8. EV Factor (Rank 1-7) - Better charging infrastructure","Q8. EV Factor (Rank 1-7) - Longer driving range","Q8. EV Factor (Rank 1-7) - Environmental benefits","Q8. EV Factor (Rank 1-7) - Lower purchase price","Q8. EV Factor (Rank 1-7) - Faster charging","Q9. Preferred Brand","Q9. Preferred Model","Q10. Brand Importance","Q11. Brand Attribute (Rank 1-11) - Reliability and durability","Q11. Brand Attribute (Rank 1-11) - Vehicle quality","Q11. Brand Attribute (Rank 1-11) - Safety","Q11. Brand Attribute (Rank 1-11) - Fuel efficiency","Q11. Brand Attribute (Rank 1-11) - Value for money","Q11. Brand Attribute (Rank 1-11) - Resale value","Q11. Brand Attribute (Rank 1-11) - After-sales service","Q11. Brand Attribute (Rank 1-11) - Availability of spare parts","Q11. Brand Attribute (Rank 1-11) - Innovative technology","Q11. Brand Attribute (Rank 1-11) - Design and styling","Q11. Brand Attribute (Rank 1-11) - Environmentally friendly (Hybrid/EV)","Q12. Approach when choosing brand","Q13. What makes brand trustworthy in Nepal (Open-ended)","Q14. WhatsApp Number for Gift Hamper"
"RESP-1055","08/14/2026, 08:03:42 PM","55 and above","Male","Private Sector Employee","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Commercial / Business use","Sedan","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Suzuki","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Brezza","Moderately Important","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9818333316"
"RESP-1056","08/15/2026, 09:10:55 PM","25–34","Female","Business Owner / Entrepreneur","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Family use","SUV","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Suzuki","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Swift","Slightly Important","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9843420970"
"RESP-1057","08/16/2026, 10:17:08 PM","35–44","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Personal transportation","Hatchback","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Suzuki","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Grand Vitara","Very Important","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9851508624"
"RESP-1058","08/17/2026, 11:24:21 PM","Below 25","Male","Government Employee","NPR 50,000–100,000","I currently own a four-wheeler.","Commuting to work/business","Compact SUV","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Toyota","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Hilux","Important","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9802596278"
"RESP-1059","08/19/2026, 12:31:34 AM","45–54","Male","Self-Employed / Freelancer","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Long-distance / Highway travel","Pickup","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Toyota","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Corolla Cross","Moderately Important","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9861683932"
"RESP-1060","08/20/2026, 01:38:47 AM","55 and above","Male","Student","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Commercial / Business use","Sedan","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Toyota","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Raize","Slightly Important","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9849771586"
"RESP-1061","08/10/2026, 01:45:00 PM","25–34","Female","Private Sector Employee","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Family use","SUV","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Tata","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Tata","Harrier","Very Important","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9841859240"
"RESP-1062","08/11/2026, 02:52:13 PM","35–44","Male","Business Owner / Entrepreneur","NPR 50,000–100,000","I currently own a four-wheeler.","Personal transportation","Hatchback","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Tata","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Tata","Punch (Petrol)","Important","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9851946894"
"RESP-1063","08/12/2026, 03:59:26 PM","Below 25","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Commuting to work/business","Compact SUV","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Kia","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Kia","Seltos","Moderately Important","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9801134548"
"RESP-1064","08/13/2026, 05:06:39 PM","45–54","Male","Government Employee","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Long-distance / Highway travel","Pickup","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Kia","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Kia","Sonet","Slightly Important","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9860222202"
"RESP-1065","08/14/2026, 06:13:52 PM","55 and above","Male","Self-Employed / Freelancer","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Commercial / Business use","Sedan","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Mahindra","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mahindra","Scorpio-N","Very Important","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9818309856"
"RESP-1066","08/15/2026, 07:20:05 PM","25–34","Female","Student","NPR 50,000–100,000","I currently own a four-wheeler.","Family use","SUV","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Mahindra","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Mahindra","XUV700","Important","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9843397510"
"RESP-1067","08/16/2026, 08:27:18 PM","35–44","Male","Private Sector Employee","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Personal transportation","Hatchback","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Nissan","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Nissan","Magnite","Moderately Important","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9851485164"
"RESP-1068","08/17/2026, 09:34:31 PM","Below 25","Male","Business Owner / Entrepreneur","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Commuting to work/business","Compact SUV","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Ford","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Ford","Everest","Slightly Important","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9802572818"
"RESP-1069","08/18/2026, 10:41:44 PM","45–54","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Long-distance / Highway travel","Pickup","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Hyundai","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Creta","Very Important","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9861660472"
"RESP-1070","08/19/2026, 10:48:57 PM","55 and above","Other / Prefer not to say","Government Employee","NPR 50,000–100,000","I currently own a four-wheeler.","Commercial / Business use","Sedan","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Hyundai","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Grand i10 Nios","Important","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9849748126"
"RESP-1071","08/10/2026, 11:55:10 PM","25–34","Female","Self-Employed / Freelancer","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Family use","SUV","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Hyundai","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Hyundai","Venue","Moderately Important","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9841835780"
"RESP-1072","08/12/2026, 01:02:23 AM","35–44","Male","Student","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Personal transportation","Hatchback","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Suzuki","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Brezza","Slightly Important","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9851923434"
"RESP-1073","08/12/2026, 02:09:36 PM","Below 25","Male","Private Sector Employee","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Commuting to work/business","Compact SUV","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Suzuki","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Swift","Very Important","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9801111088"
"RESP-1074","08/13/2026, 03:16:49 PM","45–54","Male","Business Owner / Entrepreneur","NPR 50,000–100,000","I currently own a four-wheeler.","Long-distance / Highway travel","Pickup","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Suzuki","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Suzuki","Grand Vitara","Important","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","I choose the brand that offers the best value for money.","Strong authorized service network in every major district, affordable maintenance, and robust suspension for off-road Himalayan terrain.","9860198742"
"RESP-1075","08/14/2026, 04:23:02 PM","55 and above","Male","Professional (e.g., Doctor, Engineer, Lawyer, Consultant)","Below NPR 50,000","I plan to purchase one in the next 1–3 years.","Commercial / Business use","Sedan","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Toyota","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Hilux","Moderately Important","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","I usually stick to a brand I trust.","Trustworthy distributor reputation, timely recall/warranty support, and sturdy build quality that lasts over 10-15 years.","9818286396"
"RESP-1076","08/15/2026, 05:30:15 PM","25–34","Female","Government Employee","NPR 100,001–200,000","I have owned a four-wheeler in the past.","Family use","SUV","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Toyota","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Corolla Cross","Slightly Important","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","I am willing to try a new or emerging brand.","Immediate parts availability, reliable after-sales service, and high market demand during resale.","9843374050"
"RESP-1077","08/16/2026, 06:37:28 PM","35–44","Male","Self-Employed / Freelancer","Above NPR 200,000","I plan to purchase a four-wheeler within the next 12 months.","Personal transportation","Hatchback","Rank 6","Rank 7","Rank 8","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 1","Rank 2","Toyota","Rank 7","Rank 8","Rank 9","Rank 10","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Toyota","Raize","Very Important","Rank 11","Rank 1","Rank 2","Rank 3","Rank 4","Rank 5","Rank 6","Rank 7","Rank 8","Rank 9","Rank 10","I compare several brands before making a decision.","Decades of proven engine reliability, widespread availability of genuine spare parts in local garages across Nepal, and high resale value.","9851461704"
